[VAMS][2017-01-05 17:21:12,003] INFO | 连接空闲中 | [NioProcessor-4] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,520] INFO | 连接空闲中 | [NioProcessor-4] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,520] INFO | IDLE | [NioProcessor-4] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,520] INFO | 连接空闲中 | [NioProcessor-4] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,520] INFO | IDLE | [NioProcessor-4] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,520] INFO | 连接空闲中 | [NioProcessor-4] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,521] INFO | IDLE | [NioProcessor-4] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,521] INFO | 连接空闲中 | [NioProcessor-4] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,521] INFO | IDLE | [NioProcessor-4] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,521] INFO | 连接空闲中 | [NioProcessor-4] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,521] INFO | IDLE | [NioProcessor-4] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,521] INFO | 连接空闲中 | [NioProcessor-4] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,521] INFO | IDLE | [NioProcessor-4] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,521] INFO | 连接空闲中 | [NioProcessor-4] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,521] INFO | IDLE | [NioProcessor-4] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,521] INFO | 连接空闲中 | [NioProcessor-4] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,521] INFO | IDLE | [NioProcessor-4] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,522] INFO | 连接空闲中 | [NioProcessor-4] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,522] INFO | IDLE | [NioProcessor-4] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,522] INFO | 连接空闲中 | [NioProcessor-4] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,522] INFO | IDLE | [NioProcessor-4] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,522] INFO | 连接空闲中 | [NioProcessor-4] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,522] INFO | IDLE | [NioProcessor-4] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,522] INFO | 连接空闲中 | [NioProcessor-4] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,522] INFO | IDLE | [NioProcessor-4] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,522] INFO | 连接空闲中 | [NioProcessor-4] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,522] INFO | IDLE | [NioProcessor-4] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,523] INFO | 连接空闲中 | [NioProcessor-4] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,523] INFO | IDLE | [NioProcessor-4] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,523] INFO | 连接空闲中 | [NioProcessor-4] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,523] INFO | IDLE | [NioProcessor-4] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,523] INFO | 连接空闲中 | [NioProcessor-4] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,523] INFO | IDLE | [NioProcessor-4] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,523] INFO | 连接空闲中 | [NioProcessor-4] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,523] INFO | IDLE | [NioProcessor-4] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,523] INFO | 连接空闲中 | [NioProcessor-4] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,523] INFO | IDLE | [NioProcessor-4] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,523] INFO | 连接空闲中 | [NioProcessor-4] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,524] INFO | IDLE | [NioProcessor-4] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,524] INFO | 连接空闲中 | [NioProcessor-4] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,526] DEBUG | Processing a MESSAGE_RECEIVED for session 6843 | [NioProcessor-4] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(211)
[VAMS][2017-01-05 17:21:17,526] INFO | RECEIVED: Message [Length = 195, sendId = 8, receiverId = 0, messageType = 16, content = {"friendName":"Client1843","groupName":"","message":"Msg from :Client-0 to: Client1843 time:2017-01-05 05:21:17","pwd":"12345678","pwdEncypt":"MTIzNDU2Nzg=","userName":"Client-0"}] | [NioProcessor-4] org.apache.mina.filter.logging.LoggingFilter.log(157)
[VAMS][2017-01-05 17:21:17,527] WARN | Property 'pwdEncypt' of class model.Login has no write method. SKIPPED. | [NioProcessor-4] net.sf.json.JSONObject.toBean(350)
[VAMS][2017-01-05 17:21:17,541] INFO | 接受消息成功 | [NioProcessor-4] serverHandler.ChatServerHandler.messageReceived(459)
[VAMS][2017-01-05 17:21:17,601] INFO | CREATED | [NioProcessor-5] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,601] INFO | 创建连接 | [NioProcessor-5] serverHandler.ChatServerHandler.sessionCreated(39)
[VAMS][2017-01-05 17:21:17,601] INFO | OPENED | [NioProcessor-5] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,601] INFO | 打开连接 | [NioProcessor-5] serverHandler.ChatServerHandler.sessionOpened(43)
[VAMS][2017-01-05 17:21:17,603] DEBUG | Processing a MESSAGE_RECEIVED for session 6844 | [NioProcessor-5] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(211)
[VAMS][2017-01-05 17:21:17,603] INFO | RECEIVED: Message [Length = 195, sendId = 8, receiverId = 0, messageType = 16, content = {"friendName":"Client1844","groupName":"","message":"Msg from :Client-0 to: Client1844 time:2017-01-05 05:21:17","pwd":"12345678","pwdEncypt":"MTIzNDU2Nzg=","userName":"Client-0"}] | [NioProcessor-5] org.apache.mina.filter.logging.LoggingFilter.log(157)
[VAMS][2017-01-05 17:21:17,603] WARN | Property 'pwdEncypt' of class model.Login has no write method. SKIPPED. | [NioProcessor-5] net.sf.json.JSONObject.toBean(350)
[VAMS][2017-01-05 17:21:17,618] INFO | 接受消息成功 | [NioProcessor-5] serverHandler.ChatServerHandler.messageReceived(459)
[VAMS][2017-01-05 17:21:17,711] INFO | CREATED | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,711] INFO | 创建连接 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionCreated(39)
[VAMS][2017-01-05 17:21:17,711] INFO | OPENED | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,711] INFO | 打开连接 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionOpened(43)
[VAMS][2017-01-05 17:21:17,712] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,712] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,712] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,712] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,712] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,712] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,712] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,712] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,712] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,713] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,713] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,713] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,713] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,713] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,713] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,713] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,713] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,713] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,713] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,714] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,714] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,714] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,714] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,714] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,714] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,714] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,714] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,714] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,715] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,715] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,715] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,715] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,715] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,715] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,715] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,715] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,715] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,715] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,715] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,716] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,716] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,716] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,716] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,716] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,716] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,716] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,716] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,716] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,717] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,717] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,717] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,717] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,717] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,717] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,717] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,717] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,717] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,717] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,718] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,718] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,718] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,718] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,718] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,718] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,718] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,718] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,718] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,718] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,718] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,719] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,719] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,719] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,719] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,719] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,719] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,719] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,719] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,719] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,719] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,720] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,720] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,720] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,720] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,720] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,720] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,720] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,720] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,720] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,721] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,721] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,721] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,721] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,721] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,721] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,721] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,721] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,721] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,721] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,722] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,722] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,722] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,722] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,722] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,722] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,722] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,722] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,722] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,722] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,723] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,723] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,723] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,723] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,723] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,723] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,723] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,723] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,723] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,723] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,723] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,724] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,724] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,724] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,724] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,724] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,724] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,724] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,724] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,724] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,725] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,725] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,725] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,725] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,725] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,725] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,725] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,725] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,725] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,726] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,726] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,726] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,726] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,726] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
[VAMS][2017-01-05 17:21:17,727] INFO | IDLE | [NioProcessor-1] org.apache.mina.filter.logging.LoggingFilter.log(186)
[VAMS][2017-01-05 17:21:17,727] INFO | 连接空闲中 | [NioProcessor-1] serverHandler.ChatServerHandler.sessionIdle(68)
